R,Z,DeltaR,DeltaZ,ang1,ang2,circ,N,mult,R(mOhms),Name
0.1332,-1.3103,0.012,0.017,0.0,0.0,1,1,0.5000000,0.0,*amc_sol_current_156
0.1332,-1.2923,0.012,0.017,0.0,0.0,1,1,0.5000000,0.0,*amc_sol_current_157
0.1332,-1.2743,0.012,0.017,0.0,0.0,1,1,0.5000000,0.0,*amc_sol_current_158
0.1332,-1.2563,0.012,0.017,0.0,0.0,1,1,0.5000000,0.0,*amc_sol_current_159
0.1332,-1.2383,0.012,0.017,0.0,0.0,1,1,0.5000000,0.0,*amc_sol_current_160
0.1332,-1.2203,0.012,0.017,0.0,0.0,1,1,0.5000000,0.0,*amc_sol_current_161
0.1332,-1.2023,0.012,0.017,0.0,0.0,1,1,0.5000000,0.0,*amc_sol_current_162
0.1332,-1.1843,0.012,0.017,0.0,0.0,1,1,0.5000000,0.0,*amc_sol_current_163
0.1332,-1.1663,0.012,0.017,0.0,0.0,1,1,0.5000000,0.0,*amc_sol_current_164
0.1332,-1.1483,0.012,0.017,0.0,0.0,1,1,0.5000000,0.0,*amc_sol_current_165
0.1332,-1.1303,0.012,0.017,0.0,0.0,1,1,0.5000000,0.0,*amc_sol_current_166
0.1332,-1.1123,0.012,0.017,0.0,0.0,1,1,0.5000000,0.0,*amc_sol_current_167
0.1332,-1.0943,0.012,0.017,0.0,0.0,1,1,0.5000000,0.0,*amc_sol_current_168
0.1332,-1.0763,0.012,0.017,0.0,0.0,1,1,0.5000000,0.0,*amc_sol_current_169
0.1332,-1.0583,0.012,0.017,0.0,0.0,1,1,0.5000000,0.0,*amc_sol_current_170
0.1332,-1.0403,0.012,0.017,0.0,0.0,1,1,0.5000000,0.0,*amc_sol_current_171
0.1332,-1.0223,0.012,0.017,0.0,0.0,1,1,0.5000000,0.0,*amc_sol_current_172
0.1332,-1.0043,0.012,0.017,0.0,0.0,1,1,0.5000000,0.0,*amc_sol_current_173
0.1332,-0.9863,0.012,0.017,0.0,0.0,1,1,0.5000000,0.0,*amc_sol_current_174
0.1332,-0.9683,0.012,0.017,0.0,0.0,1,1,0.5000000,0.0,*amc_sol_current_175
0.1332,-0.9503,0.012,0.017,0.0,0.0,1,1,0.5000000,0.0,*amc_sol_current_176
0.1332,-0.9323,0.012,0.017,0.0,0.0,1,1,0.5000000,0.0,*amc_sol_current_177
0.1332,-0.9143,0.012,0.017,0.0,0.0,1,1,0.5000000,0.0,*amc_sol_current_178
0.1332,-0.8963,0.012,0.017,0.0,0.0,1,1,0.5000000,0.0,*amc_sol_current_179
0.1332,-0.8783,0.012,0.017,0.0,0.0,1,1,0.5000000,0.0,*amc_sol_current_180
0.1332,-0.8603,0.012,0.017,0.0,0.0,1,1,0.5000000,0.0,*amc_sol_current_181
0.1332,-0.8423,0.012,0.017,0.0,0.0,1,1,0.5000000,0.0,*amc_sol_current_182
0.1332,-0.8243,0.012,0.017,0.0,0.0,1,1,0.5000000,0.0,*amc_sol_current_183
0.1332,-0.8063,0.012,0.017,0.0,0.0,1,1,0.5000000,0.0,*amc_sol_current_184
0.1332,-0.7883,0.012,0.017,0.0,0.0,1,1,0.5000000,0.0,*amc_sol_current_185
0.1332,-0.7703,0.012,0.017,0.0,0.0,1,1,0.5000000,0.0,*amc_sol_current_186
0.1332,-0.7523,0.012,0.017,0.0,0.0,1,1,0.5000000,0.0,*amc_sol_current_187
0.1332,-0.7343,0.012,0.017,0.0,0.0,1,1,0.5000000,0.0,*amc_sol_current_188
0.1332,-0.7163,0.012,0.017,0.0,0.0,1,1,0.5000000,0.0,*amc_sol_current_189
0.1332,-0.6983,0.012,0.017,0.0,0.0,1,1,0.5000000,0.0,*amc_sol_current_190
0.1332,-0.6803,0.012,0.017,0.0,0.0,1,1,0.5000000,0.0,*amc_sol_current_191
0.1332,-0.6623,0.012,0.017,0.0,0.0,1,1,0.5000000,0.0,*amc_sol_current_192
0.1332,-0.6443,0.012,0.017,0.0,0.0,1,1,0.5000000,0.0,*amc_sol_current_193
0.1332,-0.6263,0.012,0.017,0.0,0.0,1,1,0.5000000,0.0,*amc_sol_current_194
0.1332,-0.6083,0.012,0.017,0.0,0.0,1,1,0.5000000,0.0,*amc_sol_current_195
0.1332,-0.5903,0.012,0.017,0.0,0.0,1,1,0.5000000,0.0,*amc_sol_current_196
0.1332,-0.5723,0.012,0.017,0.0,0.0,1,1,0.5000000,0.0,*amc_sol_current_197
0.1332,-0.5543,0.012,0.017,0.0,0.0,1,1,0.5000000,0.0,*amc_sol_current_198
0.1332,-0.5363,0.012,0.017,0.0,0.0,1,1,0.5000000,0.0,*amc_sol_current_199
0.1332,-0.5183,0.012,0.017,0.0,0.0,1,1,0.5000000,0.0,*amc_sol_current_200
0.1332,-0.5003,0.012,0.017,0.0,0.0,1,1,0.5000000,0.0,*amc_sol_current_201
0.1332,-0.4823,0.012,0.017,0.0,0.0,1,1,0.5000000,0.0,*amc_sol_current_202
0.1332,-0.4643,0.012,0.017,0.0,0.0,1,1,0.5000000,0.0,*amc_sol_current_203
0.1332,-0.4463,0.012,0.017,0.0,0.0,1,1,0.5000000,0.0,*amc_sol_current_204
0.1332,-0.4283,0.012,0.017,0.0,0.0,1,1,0.5000000,0.0,*amc_sol_current_205
0.1332,-0.4103,0.012,0.017,0.0,0.0,1,1,0.5000000,0.0,*amc_sol_current_206
0.1332,-0.3923,0.012,0.017,0.0,0.0,1,1,0.5000000,0.0,*amc_sol_current_207
0.1332,-0.3743,0.012,0.017,0.0,0.0,1,1,0.5000000,0.0,*amc_sol_current_208
0.1332,-0.3563,0.012,0.017,0.0,0.0,1,1,0.5000000,0.0,*amc_sol_current_209
0.1332,-0.3383,0.012,0.017,0.0,0.0,1,1,0.5000000,0.0,*amc_sol_current_210
0.1332,-0.3203,0.012,0.017,0.0,0.0,1,1,0.5000000,0.0,*amc_sol_current_211
0.1332,-0.3023,0.012,0.017,0.0,0.0,1,1,0.5000000,0.0,*amc_sol_current_212
0.1332,-0.2843,0.012,0.017,0.0,0.0,1,1,0.5000000,0.0,*amc_sol_current_213
0.1332,-0.2663,0.012,0.017,0.0,0.0,1,1,0.5000000,0.0,*amc_sol_current_214
0.1332,-0.2483,0.012,0.017,0.0,0.0,1,1,0.5000000,0.0,*amc_sol_current_215
0.1332,-0.2303,0.012,0.017,0.0,0.0,1,1,0.5000000,0.0,*amc_sol_current_216
0.1332,-0.2123,0.012,0.017,0.0,0.0,1,1,0.5000000,0.0,*amc_sol_current_217
0.1332,-0.1943,0.012,0.017,0.0,0.0,1,1,0.5000000,0.0,*amc_sol_current_218
0.1332,-0.1763,0.012,0.017,0.0,0.0,1,1,0.5000000,0.0,*amc_sol_current_219
0.1332,-0.1583,0.012,0.017,0.0,0.0,1,1,0.5000000,0.0,*amc_sol_current_220
0.1332,-0.1403,0.012,0.017,0.0,0.0,1,1,0.5000000,0.0,*amc_sol_current_221
0.1332,-0.1223,0.012,0.017,0.0,0.0,1,1,0.5000000,0.0,*amc_sol_current_222
0.1332,-0.1043,0.012,0.017,0.0,0.0,1,1,0.5000000,0.0,*amc_sol_current_223
0.1332,-0.0863,0.012,0.017,0.0,0.0,1,1,0.5000000,0.0,*amc_sol_current_224
0.1332,-0.0683,0.012,0.017,0.0,0.0,1,1,0.5000000,0.0,*amc_sol_current_225
0.1332,-0.0503,0.012,0.017,0.0,0.0,1,1,0.5000000,0.0,*amc_sol_current_226
0.1332,-0.0323,0.012,0.017,0.0,0.0,1,1,0.5000000,0.0,*amc_sol_current_227
0.1332,-0.0143,0.012,0.017,0.0,0.0,1,1,0.5000000,0.0,*amc_sol_current_228
0.1332,0.0037,0.012,0.017,0.0,0.0,1,1,0.5000000,0.0,*amc_sol_current_229
0.1332,0.0217,0.012,0.017,0.0,0.0,1,1,0.5000000,0.0,*amc_sol_current_230
0.1332,0.0397,0.012,0.017,0.0,0.0,1,1,0.5000000,0.0,*amc_sol_current_231
0.1332,0.0577,0.012,0.017,0.0,0.0,1,1,0.5000000,0.0,*amc_sol_current_232
0.1332,0.0757,0.012,0.017,0.0,0.0,1,1,0.5000000,0.0,*amc_sol_current_233
0.1332,0.0937,0.012,0.017,0.0,0.0,1,1,0.5000000,0.0,*amc_sol_current_234
0.1332,0.1117,0.012,0.017,0.0,0.0,1,1,0.5000000,0.0,*amc_sol_current_235
0.1332,0.1297,0.012,0.017,0.0,0.0,1,1,0.5000000,0.0,*amc_sol_current_236
0.1332,0.1477,0.012,0.017,0.0,0.0,1,1,0.5000000,0.0,*amc_sol_current_237
0.1332,0.1657,0.012,0.017,0.0,0.0,1,1,0.5000000,0.0,*amc_sol_current_238
0.1332,0.1837,0.012,0.017,0.0,0.0,1,1,0.5000000,0.0,*amc_sol_current_239
0.1332,0.2017,0.012,0.017,0.0,0.0,1,1,0.5000000,0.0,*amc_sol_current_240
0.1332,0.2197,0.012,0.017,0.0,0.0,1,1,0.5000000,0.0,*amc_sol_current_241
0.1332,0.2377,0.012,0.017,0.0,0.0,1,1,0.5000000,0.0,*amc_sol_current_242
0.1332,0.2557,0.012,0.017,0.0,0.0,1,1,0.5000000,0.0,*amc_sol_current_243
0.1332,0.2737,0.012,0.017,0.0,0.0,1,1,0.5000000,0.0,*amc_sol_current_244
0.1332,0.2917,0.012,0.017,0.0,0.0,1,1,0.5000000,0.0,*amc_sol_current_245
0.1332,0.3097,0.012,0.017,0.0,0.0,1,1,0.5000000,0.0,*amc_sol_current_246
0.1332,0.3277,0.012,0.017,0.0,0.0,1,1,0.5000000,0.0,*amc_sol_current_247
0.1332,0.3457,0.012,0.017,0.0,0.0,1,1,0.5000000,0.0,*amc_sol_current_248
0.1332,0.3637,0.012,0.017,0.0,0.0,1,1,0.5000000,0.0,*amc_sol_current_249
0.1332,0.3817,0.012,0.017,0.0,0.0,1,1,0.5000000,0.0,*amc_sol_current_250
0.1332,0.3997,0.012,0.017,0.0,0.0,1,1,0.5000000,0.0,*amc_sol_current_251
0.1332,0.4177,0.012,0.017,0.0,0.0,1,1,0.5000000,0.0,*amc_sol_current_252
0.1332,0.4357,0.012,0.017,0.0,0.0,1,1,0.5000000,0.0,*amc_sol_current_253
0.1332,0.4537,0.012,0.017,0.0,0.0,1,1,0.5000000,0.0,*amc_sol_current_254
0.1332,0.4717,0.012,0.017,0.0,0.0,1,1,0.5000000,0.0,*amc_sol_current_255
0.1332,0.4897,0.012,0.017,0.0,0.0,1,1,0.5000000,0.0,*amc_sol_current_256
0.1332,0.5077,0.012,0.017,0.0,0.0,1,1,0.5000000,0.0,*amc_sol_current_257
0.1332,0.5257,0.012,0.017,0.0,0.0,1,1,0.5000000,0.0,*amc_sol_current_258
0.1332,0.5437,0.012,0.017,0.0,0.0,1,1,0.5000000,0.0,*amc_sol_current_259
0.1332,0.5617,0.012,0.017,0.0,0.0,1,1,0.5000000,0.0,*amc_sol_current_260
0.1332,0.5797,0.012,0.017,0.0,0.0,1,1,0.5000000,0.0,*amc_sol_current_261
0.1332,0.5977,0.012,0.017,0.0,0.0,1,1,0.5000000,0.0,*amc_sol_current_262
0.1332,0.6157,0.012,0.017,0.0,0.0,1,1,0.5000000,0.0,*amc_sol_current_263
0.1332,0.6337,0.012,0.017,0.0,0.0,1,1,0.5000000,0.0,*amc_sol_current_264
0.1332,0.6517,0.012,0.017,0.0,0.0,1,1,0.5000000,0.0,*amc_sol_current_265
0.1332,0.6697,0.012,0.017,0.0,0.0,1,1,0.5000000,0.0,*amc_sol_current_266
0.1332,0.6877,0.012,0.017,0.0,0.0,1,1,0.5000000,0.0,*amc_sol_current_267
0.1332,0.7057,0.012,0.017,0.0,0.0,1,1,0.5000000,0.0,*amc_sol_current_268
0.1332,0.7237,0.012,0.017,0.0,0.0,1,1,0.5000000,0.0,*amc_sol_current_269
