shot_id,useful,campaign
50728,1,MU04-WPTE-09
50727,1,MU04-WPTE-09
50726,1,MU04-WPTE-09
50725,1,MU04-SCEN-03
50724,1,MU04-SCEN-03
50723,1,MU04-SCEN-03
50722,1,MU04-SCEN-03
50721,1,MU04-SCEN-03
50720,1,MU04-SCEN-03
50719,1,MU04-SCEN-03
50718,1,MU04-SCEN-03
50696,1,MU04-MHD-01
50690,1,MU04-SCEN-01
50689,1,MU04-SCEN-01
50688,1,MU04-SCEN-01
50687,1,MU04-SCEN-01
50686,1,MU04-SCEN-01
50685,1,MU04-SCEN-01
50684,1,MU04-SCEN-01
50683,1,MU04-SCEN-01
50682,1,MU04-SCEN-01
50677,1,MU04-MHD-01
50674,1,MU04-MHD-01
50672,1,MU04-MHD-01
50668,1,MU04-SCEN-04
50667,1,MU04-SCEN-04
50666,1,MU04-SCEN-04
50665,1,MU04-SCEN-04
50664,1,MU04-SCEN-04
50663,1,MU04-SCEN-04
50662,1,MU04-SCEN-04
50661,1,MU04-SCEN-04
50660,1,MU04-SCEN-04
50659,1,MU04-SCEN-04
50658,1,MU04-SCEN-04
50657,1,MU04-SCEN-04
50656,1,MU04-SCEN-04
50654,1,MU04-WPTE-07
50653,1,MU04-WPTE-07
50652,1,MU04-WPTE-07
50650,1,MU04-WPTE-07
50648,1,MU04-WPTE-07
50647,1,MU04-WPTE-07
50645,1,MU04-WPTE-07
50644,1,MU04-WPTE-07
50643,1,MU04-WPTE-07
50641,1,MU04-WPTE-07
50640,1,MU04-WPTE-07
50639,1,MU04-WPTE-07
50638,1,MU04-WPTE-07
50637,1,MU04-WPTE-07
50636,1,MU04-WPTE-07
50635,1,MU04-WPTE-07
50634,1,MU04-SCEN-02
50633,1,MU04-SCEN-02
50632,1,MU04-SCEN-02
50630,1,MU04-SCEN-02
50628,1,MU04-SCEN-02
50627,1,MU04-SCEN-02
50625,1,MU04-SCEN-04
50624,1,MU04-SCEN-04
50620,1,MU04-WPTE-05
50619,1,MU04-WPTE-05
50618,1,MU04-WPTE-05
50617,1,MU04-WPTE-05
50615,1,MU04-WPTE-05
50613,1,MU04-WPTE-05
50612,1,MU04-WPTE-05
50611,1,MU04-WPTE-05
50610,1,MU04-SCEN-02
50608,1,MU04-SCEN-02
50607,1,MU04-SCEN-02
50606,1,MU04-SCEN-02
50605,1,MU04-SCEN-02
50604,1,MU04-SCEN-02
50603,1,MU04-SCEN-02
50602,1,MU04-SCEN-02
50601,1,MU04-SCEN-02
50600,1,MU04-SCEN-02
50598,1,MU04-MHD-02
50597,1,MU04-MHD-02
50596,1,MU04-MHD-02
50595,1,MU04-MHD-02
50594,1,MU04-MHD-02
50593,1,MU04-MHD-02
50592,1,MU04-MHD-02
50591,1,MU04-MHD-02
50590,1,MU04-MHD-02
50589,1,MU04-MHD-02
50588,1,MU04-WPTE-05
50587,1,MU04-WPTE-05
50585,1,MU04-WPTE-05
50584,1,MU04-WPTE-05
50582,1,MU04-WPTE-05
50581,1,MU04-WPTE-05
50580,1,MU04-WPTE-05
50579,1,MU04-WPTE-05
50578,1,MU04-WPTE-05
50577,1,MU04-WPTE-05
50575,1,MU04-MHD-01
50574,1,MU04-MHD-01
50573,1,MU04-MHD-01
50569,1,MU04-MHD-01
50565,1,MU04-MHD-01
50564,1,MU04-MHD-01
50563,1,MU04-MHD-01
50562,1,MU04-MHD-01
50561,1,MU04-SCEN-03
50560,1,MU04-MHD-01
50559,1,MU04-MHD-01
50558,1,MU04-MHD-01
50557,1,MU04-MHD-01
50556,1,MU04-MHD-01
50555,1,MU04-MHD-01
50554,1,MU04-MHD-01
50553,1,MU04-MHD-01
50546,1,MU04-SCEN-01
50545,1,MU04-SCEN-01
50544,1,MU04-SCEN-01
50543,1,MU04-SCEN-01
50541,1,MU04-SCEN-01
50539,1,MU04-SCEN-01
50538,1,MU04-SCEN-01
50537,1,MU04-WPTE-01
50536,1,MU04-WPTE-01
50533,1,MU04-WPTE-01
50532,1,MU04-WPTE-01
50530,1,MU04-SCEN-01
50529,1,MU04-SCEN-01
50528,1,MU04-SCEN-01
50527,1,MU04-SCEN-01
50526,1,MU04-SCEN-01
50525,1,MU04-SCEN-01
50524,1,MU04-SCEN-01
50523,1,MU04-SCEN-01
50522,1,MU04-SCEN-01
50521,1,MU04-SCEN-01
50520,1,MU04-SCEN-01
50519,1,MU04-MHD-02
50517,1,MU04-WPTE-04
50516,1,MU04-WPTE-04
50514,1,MU04-WPTE-04
50513,1,MU04-WPTE-04
50512,1,MU04-WPTE-04
50511,1,MU04-WPTE-04
50510,1,MU04-WPTE-04
50509,1,MU04-MHD-02
50508,1,MU04-MHD-02
50507,1,MU04-MHD-02
50506,1,MU04-MHD-02
50505,1,MU04-SCEN-04
50502,1,MU04-WPTE-01
50501,1,MU04-WPTE-01
50500,1,MU04-WPTE-01
50499,1,MU04-WPTE-01
50498,1,MU04-WPTE-01
50497,1,MU04-WPTE-01
50496,1,MU04-WPTE-01
50495,1,MU04-SCEN-04
50494,1,MU04-SCEN-04
50493,1,MU04-SCEN-04
50492,1,MU04-SCEN-04
50491,1,MU04-SCEN-04
50490,1,MU04-SCEN-04
50489,1,MU04-SCEN-04
50488,1,MU04-SCEN-04
50487,1,MU04-SCEN-04
50486,1,MU04-SCEN-04
50484,1,MU04-SCEN-02
50483,1,MU04-SCEN-02
50482,1,MU04-SCEN-02
50481,1,MU04-SCEN-02
50480,1,MU04-SCEN-02
50479,1,MU04-SCEN-03
50478,1,MU04-SCEN-03
50477,1,MU04-SCEN-03
50476,1,MU04-SCEN-03
50475,1,MU04-SCEN-03
50473,1,MU04-SCEN-04
50472,1,MU04-SCEN-04
50471,1,MU04-SCEN-04
50470,1,MU04-SCEN-04
50469,1,MU04-SCEN-04
50468,1,MU04-SCEN-04
50467,1,MU04-WPTE-04
50466,1,MU04-WPTE-04
50465,1,MU04-SCEN-04
50464,1,MU04-SCEN-04
50463,1,MU04-SCEN-02
50462,1,MU04-SCEN-02
50461,1,MU04-SCEN-02
50460,1,MU04-SCEN-02
50459,1,MU04-SCEN-02
50458,1,MU04-SCEN-02
50457,1,MU04-SCEN-02
50450,1,MU04-SCEN-04
50449,1,MU04-SCEN-04
50448,1,MU04-SCEN-04
50447,1,MU04-SCEN-04
50446,1,MU04-SCEN-04
50442,1,MU04-SCEN-04
50441,1,MU04-SCEN-03
50440,1,MU04-SCEN-04
50439,1,MU04-SCEN-03
50438,1,MU04-SCEN-04
50437,1,MU04-SCEN-03
50436,1,MU04-SCEN-04
50435,1,MU04-SCEN-03
50424,1,MU04-SCEN-02
50423,1,MU04-CT-05
50422,1,MU04-SCEN-02
50421,1,MU04-CT-05
50420,1,MU04-SCEN-02
50418,1,MU04-SCEN-02
50417,1,MU04-CT-05
50416,1,MU04-CT-05
50415,1,MU04-CT-05
50414,1,MU04-CT-05
50413,1,MU04-CT-05
50411,1,MU04-SCEN-02
50410,1,MU04-SCEN-02
50406,1,MU04-SCEN-01
50405,1,MU04-SCEN-01
50404,1,MU04-SCEN-01
50403,1,MU04-SCEN-01
50402,1,MU04-SCEN-01
50398,1,MU04-SCEN-01
50397,1,MU04-SCEN-01
50395,1,MU04-SCEN-01
50394,1,MU04-SCEN-01
50393,1,MU04-CT-05
50392,1,MU04-CT-05
50391,1,MU04-CT-05
50390,1,MU04-CT-05
50389,1,MU04-CT-05
50388,1,MU04-CT-05
50386,1,MU04-CT-05
50383,1,MU04-CT-05
50382,1,MU04-CT-05
50381,1,MU04-CT-05
50380,1,MU04-CT-05
50378,1,MU04-MHD-01
50377,1,MU04-MHD-01
50376,1,MU04-CT-05
50375,1,MU04-CT-05
50373,1,MU04-SCEN-01
50372,1,MU04-SCEN-01
50371,1,MU04-SCEN-01
50370,1,MU04-SCEN-01
50369,1,MU04-SCEN-01
50368,1,MU04-SCEN-03
50367,1,MU04-SCEN-03
50366,1,MU04-SCEN-03
50365,1,MU04-SCEN-03
50364,1,MU04-SCEN-03
50363,1,MU04-SCEN-03
50362,1,MU03-SCEN-03
50361,1,MU04-SCEN-03
50360,1,MU04-SCEN-03
50358,1,MU04-SCEN-01
50357,1,MU04-SCEN-01
50356,1,MU04-SCEN-01
50355,1,MU04-SCEN-01
50354,1,MU04-SCEN-01
50353,1,MU04-SCEN-01
50352,1,MU04-SCEN-01
50351,1,MU04-SCEN-01
50350,1,MU04-SCEN-01
50349,1,MU04-CTRL-02
50348,1,MU04-SCEN-03
50347,1,MU04-CT-05
50346,1,MU04-CT-05
50345,1,MU04-CT-05
50344,1,MU04-CT-05
50343,1,MU04-CT-05
50341,1,MU04-CT-05
50308,1,MU04-SCEN-02
50307,1,MU04-SCEN-02
50305,1,MU04-SCEN-04
50303,1,MU04-SCEN-02
50302,1,MU04-SCEN-02
50241,1,MU04-SCEN-02
50091,1,MU04-EBW-01
50087,1,MU04-EBW-01
50085,1,MU04-EBW-01
49468,1,MU03-DIV-02
49466,1,MU03-DIV-02
49465,1,MU03-DIV-02
49464,1,MU03-DIV-02
49463,1,MU03-DIV-02
49462,1,MU03-THR-02
49461,1,MU03-THR-02
49460,1,MU03-THR-02
49458,1,MU03-THR-02
49457,1,MU03-THR-02
49456,1,MU03-THR-01
49452,1,MU03-APP-04
49451,1,MU03-THR-02
49450,1,MU03-CTRL-02
49449,1,MU03-CTRL-02
49447,1,MU03-APP-04
49445,1,MU03-THR-02
49444,1,MU03-THR-02
49443,1,MU03-THR-02
49442,1,MU03-THR-02
49439,1,MU03-THR-02
49438,1,MU03-THR-02
49437,1,MU03-THR-02
49435,1,MU03-THR-02
49434,1,MU03-THR-02
49433,1,MU03-APP-02
49432,1,MU03-APP-02
49431,1,MU03-APP-02
49430,1,MU03-APP-02
49429,1,MU03-APP-02
49427,1,MU03-APP-02
49426,1,MU03-APP-02
49425,1,MU03-APP-02
49414,1,MU03-SCEN-04
49410,1,MU03-EST-02
49409,1,MU03-DIV-01
49408,1,MU03-DIV-01
49407,1,MU03-DIV-01
49405,1,MU03-THR-01
49404,1,MU03-THR-01
49401,1,MU03-THR-01
49400,1,MU03-THR-01
49397,1,MU03-THR-01
49396,1,MU03-THR-01
49394,1,MU03-THR-01
49390,1,MU03-APP-06
49389,1,MU03-APP-06
49388,1,MU03-APP-06
49387,1,MU03-SCEN-04
49386,1,MU03-SCEN-04
49385,1,MU03-SCEN-04
49384,1,MU03-SCEN-04
49383,1,MU03-SCEN-04
49379,1,MU03-SOL-02
49378,1,MU03-SOL-02
49377,1,MU03-SOL-02
49376,1,MU03-SOL-02
49374,1,MU03-DIV-02
49373,1,MU03-DIV-02
49371,1,MU03-APP-03
49370,1,MU03-APP-03
49367,1,MU03-APP-03
49363,1,MU03-DIV-02
49360,1,MU03-DIV-02
49359,1,MU03-APP-05
49358,1,MU03-APP-05
49357,1,MU03-APP-05
49356,1,MU03-APP-05
49355,1,MU03-APP-05
49354,1,MU03-APP-05
49352,1,MU03-APP-05
49351,1,MU03-APP-05
49347,1,MU03-EST-04
49346,1,MU03-EST-04
49345,1,MU03-EST-04
49344,1,MU03-EST-04
49342,1,MU03-EST-04
49341,1,MU03-EST-04
49340,1,MU03-EST-04
49339,1,MU03-EST-04
49338,1,MU03-EST-04
49327,1,MU03-DIV-01
49326,1,MU03-DIV-01
49324,1,MU03-DIV-01
49323,1,MU03-DIV-01
49304,1,MU03-CTRL-02
49303,1,MU03-CTRL-02
49302,1,MU03-CTRL-02
49301,1,MU03-CTRL-02
49299,1,MU03-CTRL-02
49298,1,MU03-CTRL-02
49297,1,MU03-CTRL-02
49296,1,MU03-CTRL-02
49295,1,MU03-CTRL-02
49294,1,MU03-CTRL-02
49293,1,MU03-CTRL-02
49292,1,MU03-CTRL-02
49291,1,MU03-CTRL-02
49290,1,MU03-DIV-01
49289,1,MU03-DIV-01
49286,1,MU03-DIV-01
49283,1,MU03-DIV-01
49282,1,MU03-DIV-01
49281,1,MU03-DIV-01
49276,1,MU03-THR-01
49275,1,MU03-THR-01
49274,1,MU03-THR-01
49273,1,MU03-THR-01
49271,1,MU03-THR-01
49270,1,MU03-THR-01
49269,1,MU03-THR-01
49267,1,MU03-THR-01
49266,1,MU03-THR-01
49259,1,MU03-DIV-03
49258,1,MU03-SCEN-04
49257,1,MU03-SCEN-04
49256,1,MU03-SCEN-04
49250,1,MU03-EST-03
49249,1,MU03-EST-03
49248,1,MU03-EST-03
49247,1,MU03-EST-03
49246,1,MU03-EST-03
49245,1,MU03-EST-03
49244,1,MU03-EST-03
49242,1,MU03-SCEN-04
49241,1,MU03-SCEN-04
49240,1,MU03-SCEN-04
49239,1,MU03-SCEN-04
49220,1,MU03-DIV-03
49219,1,MU03-DIV-03
49213,1,MU03-DIV-03
49212,1,MU03-DIV-03
49210,1,MU03-SCEN-04
49208,1,MU03-SCEN-04
49206,1,MU03-THR-01
49204,1,MU03-THR-01
49200,1,MU03-THR-01
49198,1,MU03-THR-01
49197,1,MU03-THR-01
49196,1,MU03-THR-01
49195,1,MU03-THR-02
49194,1,MU03-THR-02
49192,1,MU03-THR-02
49190,1,MU03-THR-02
49189,1,MU03-THR-02
49188,1,MU03-THR-02
49187,1,MU03-THR-02
49183,1,MU03-SOL-02
49182,1,MU03-SOL-02
49180,1,MU03-SOL-02
49179,1,MU03-SOL-02
49178,1,MU03-SOL-02
49177,1,MU03-DIV-01
49175,1,MU03-WPTE-08
49173,1,MU03-WPTE-01
49172,1,MU03-WPTE-01
49171,1,MU03-WPTE-08
49170,1,MU03-WPTE-08
49169,1,MU03-WPTE-08
49168,1,MU03-WPTE-08
49165,1,MU03-DIV-02
49163,1,MU03-WPTE-08
49161,1,MU03-SCEN-05
49159,1,MU03-WPTE-02
49157,1,MU03-WPTE-02
49154,1,MU03-WPTE-02
49152,1,MU03-WPTE-02
49151,1,MU03-WPTE-02
49150,1,MU03-WPTE-02
49149,1,MU03-WPTE-02
49147,1,MU03-WPTE-02
49146,1,MU03-WPTE-02
49145,1,MU03-WPTE-02
49143,1,MU03-WPTE-07
49142,1,MU03-WPTE-07
49141,1,MU03-WPTE-07
49139,1,MU03-WPTE-07
49138,1,MU03-WPTE-07
49136,1,MU03-WPTE-07
49134,1,MU03-WPTE-07
49131,1,MU03-WPTE-08
49127,1,MU03-WPTE-08
49125,1,MU03-WPTE-08
49124,1,MU03-WPTE-08
49123,1,MU03-WPTE-08
49122,1,MU03-WPTE-08
49119,1,MU03-WPTE-02
49117,1,MU03-WPTE-02
49110,1,MU03-WPTE-01
49109,1,MU03-WPTE-01
49107,1,MU03-WPTE-01
49103,1,MU03-WPTE-07
49102,1,MU03-WPTE-07
49100,1,MU03-WPTE-07
49094,1,MU03-EST-01
49093,1,MU03-EST-01
49092,1,MU03-EST-01
49091,1,MU03-EST-01
49089,1,MU03-EST-01
49088,1,MU03-APP-05
49087,1,MU03-APP-05
49086,1,MU03-SCEN-06
49084,1,MU03-APP-05
49082,1,MU03-APP-05
49081,1,MU03-APP-05
49078,1,MU03-THR-02
49077,1,MU03-THR-02
49076,1,MU03-THR-02
49075,1,MU03-THR-02
49074,1,MU03-THR-02
49072,1,MU03-THR-02
49071,1,MU03-THR-01
49069,1,MU03-THR-01
49068,1,MU03-SCEN-06
49067,1,MU03-SCEN-06
49062,1,MU03-DIV-03
49060,1,MU03-DIV-03
49059,1,MU03-DIV-03
49058,1,MU03-DIV-03
49057,1,MU03-DIV-03
49055,1,MU03-DIV-03
49052,1,MU03-DIV-03
49051,1,MU03-EST-02
49050,1,MU03-EST-02
49049,1,MU03-EST-02
49048,1,MU03-EST-02
49047,1,MU03-EST-02
49046,1,MU03-EST-02
49045,1,MU03-EST-02
49042,1,MU03-APP-03
49040,1,MU03-APP-03
49039,1,MU03-APP-03
49038,1,MU03-WPTE-09
49037,1,MU03-WPTE-09
49036,1,MU03-WPTE-09
49035,1,MU03-WPTE-09
49034,1,MU03-WPTE-09
49033,1,MU03-WPTE-09
49006,1,MU03-SCEN-06
49003,1,MU03-SCEN-06
49000,1,MU03-SCEN-06
48999,1,MU03-SCEN-06
48998,1,MU03-SCEN-06
48997,1,MU03-SCEN-06
48996,1,MU03-SCEN-06
48995,1,MU03-SCEN-06
48993,1,MU03-SCEN-01
48936,1,MU03-WPTE-05
48935,1,MU03-WPTE-05
48934,1,MU03-WPTE-05
48933,1,MU03-WPTE-05
48932,1,MU03-WPTE-05
48931,1,MU03-WPTE-05
48930,1,MU03-WPTE-05
48929,1,MU03-WPTE-05
48928,1,MU03-WPTE-05
48927,1,MU03-WPTE-05
48926,1,MU03-WPTE-05
48925,1,MU03-WPTE-05
48923,1,MU03-SCEN-06
48921,1,MU03-CT-01
48919,1,MU03-CT-01
48918,1,MU03-CT-01
48915,1,MU03-CT-01
48913,1,MU03-CT-01
48912,1,MU03-CT-01
48911,1,MU03-CT-01
48910,1,MU03-CT-01
48909,1,MU03-DIV-03
48908,1,MU03-WPTE-01
48906,1,MU03-WPTE-01
48904,1,MU03-WPTE-01
48903,1,MU03-WPTE-01
48902,1,MU03-WPTE-01
48901,1,MU03-DIV-03
48900,1,MU03-DIV-03
48899,1,MU03-DIV-03
48898,1,MU03-DIV-03
48896,1,MU03-WPTE-01
48895,1,MU03-WPTE-01
48894,1,MU03-WPTE-01
48893,1,MU03-WPTE-01
48885,1,MU03-APP-03
48884,1,MU03-APP-03
48883,1,MU03-APP-03
48882,1,MU03-APP-03
48880,1,MU03-APP-03
48879,1,MU03-APP-03
48876,1,MU03-SCEN-06
48874,1,MU03-APP-01
48873,1,MU03-APP-01
48870,1,MU03-APP-01
48869,1,MU03-APP-01
48868,1,MU03-APP-01
48867,1,MU03-WPTE-05
48866,1,MU03-WPTE-05
48864,1,MU03-WPTE-05
48863,1,MU03-WPTE-05
48862,1,MU03-SCEN-06
48860,1,MU03-SCEN-06
48859,1,MU03-SCEN-06
48846,1,MU03-APP-06
48845,1,MU03-APP-06
48844,1,MU03-APP-06
48842,1,MU03-APP-06
48841,1,MU03-APP-06
48840,1,MU03-APP-06
48835,1,MU03-SCEN-04
48832,1,MU03-APP-07
48830,1,MU03-APP-07
48829,1,MU03-APP-07
48828,1,MU03-APP-07
48827,1,MU03-APP-07
48826,1,MU03-APP-07
48825,1,MU03-CT-01
48824,1,MU03-CT-01
48823,1,MU03-CT-01
48822,1,MU03-CT-01
48821,1,MU03-CT-01
48820,1,MU03-CT-01
48819,1,MU03-CT-01
48818,1,MU03-CT-01
48817,1,MU03-CT-01
48816,1,MU03-CT-01
48813,1,MU03-WPTE-01
48812,1,MU03-WPTE-01
48811,1,MU03-WPTE-01
48809,1,MU03-WPTE-01
48808,1,MU03-WPTE-01
48807,1,MU03-WPTE-01
48806,1,MU03-WPTE-01
48805,1,MU03-WPTE-01
48804,1,MU03-WPTE-01
48803,1,MU03-APP-02
48802,1,MU03-APP-02
48801,1,MU03-APP-02
48800,1,MU03-APP-02
48799,1,MU03-APP-02
48798,1,MU03-APP-02
48797,1,MU03-APP-02
48796,1,MU03-APP-02
48795,1,MU03-APP-02
48791,1,MU03-WPTE-04
48780,1,MU03-WPTE-02
48779,1,MU03-WPTE-02
48777,1,MU03-WPTE-02
48772,1,MU03-WPTE-02
48769,1,MU03-DIV-02
48768,1,MU03-DIV-02
48767,1,MU03-DIV-02
48766,1,MU03-DIV-02
48765,1,MU03-DIV-02
48764,1,MU03-DIV-02
48763,1,MU03-DIV-02
48761,1,MU03-CT-01
48760,1,MU03-CT-01
48759,1,MU03-CT-01
48758,1,MU03-CT-01
48757,1,MU03-CT-01
48755,1,MU03-DIS-01
48754,1,MU03-DIS-01
48753,1,MU03-DIS-01
48752,1,MU03-DIS-01
48751,1,MU03-DIS-01
48750,1,MU03-DIS-01
48749,1,MU03-DIS-01
48748,1,MU03-DIS-01
48747,1,MU03-DIS-01
48746,1,MU03-THR-02
48745,1,MU03-THR-02
48744,1,MU03-WPTE-04
48743,1,MU03-WPTE-01
48742,1,MU03-WPTE-01
48740,1,MU03-WPTE-01
48738,1,MU03-WPTE-01
48735,1,MU03-WPTE-01
48733,1,MU03-WPTE-04
48732,1,MU03-WPTE-04
48731,1,MU03-WPTE-04
48730,1,MU03-WPTE-04
48729,1,MU03-WPTE-04
48728,1,MU03-WPTE-04
48726,1,MU03-WPTE-01
48725,1,MU03-WPTE-01
48723,1,MU03-WPTE-01
48722,1,MU03-WPTE-01
48721,1,MU03-WPTE-01
48716,1,MU03-WPTE-09
48714,1,MU03-WPTE-09
48713,1,MU03-SCEN-06
48711,1,MU03-WPTE-09
48710,1,MU03-WPTE-09
48707,1,MU03-APP-09
48706,1,MU03-APP-09
48705,1,MU03-APP-09
48704,1,MU03-APP-09
48703,1,MU03-APP-09
48701,1,MU03-APP-09
48700,1,MU03-APP-09
48698,1,MU03-THR-02
48697,1,MU03-EST-02
48696,1,MU03-DIV-02
48694,1,MU03-THR-02
48693,1,MU03-EST-02
48692,1,MU03-DIV-02
48690,1,MU03-DIV-02
48689,1,MU03-SCEN-06
48688,1,MU03-DIV-02
48687,1,MU03-SCEN-06
48685,1,MU03-DIV-02
48684,1,MU03-SCEN-05
48683,1,MU03-SCEN-05
48682,1,MU03-SCEN-05
48680,1,MU03-SCEN-06
48676,1,MU03-SCEN-05
48673,1,MU03-SCEN-06
48672,1,MU03-EST-02
48669,1,MU03-WPTE-08
48666,1,MU03-WPTE-08
48660,1,MU03-WPTE-02
48659,1,MU03-WPTE-02
48658,1,MU03-WPTE-02
48657,1,MU03-WPTE-02
48656,1,MU03-WPTE-02
48653,1,MU03-WPTE-02
48652,1,MU03-DIV-03
48651,1,MU03-DIV-03
48648,1,MU03-DIV-03
48647,1,MU03-DIV-03
48646,1,MU03-DIV-03
48644,1,MU03-CT-01
48643,1,MU03-CT-01
48642,1,MU03-CT-01
48640,1,MU03-CT-01
48636,1,MU03-CT-01
48631,1,MU03-SCEN-01
48620,1,MU03-WPTE-05
48619,1,MU03-WPTE-05
48618,1,MU03-WPTE-05
48617,1,MU03-WPTE-05
48616,1,MU03-WPTE-05
48611,1,MU03-WPTE-05
48609,1,MU03-WPTE-05
48605,1,MU03-WPTE-05
48603,1,MU03-WPTE-05
48602,1,MU03-WPTE-05
48599,1,MU03-WPTE-05
48598,1,MU03-WPTE-05
48597,1,MU03-WPTE-05
48596,1,MU03-EST-03
48595,1,MU03-EST-03
48594,1,MU03-EST-03
48592,1,MU03-SCEN-06
48580,1,MU03-WPTE-07
48579,1,MU03-WPTE-07
48577,1,MU03-SCEN-05
48561,1,MU03-WPTE-07
48548,1,MU03-SCEN-06
48547,1,MU03-THR-01
48546,1,MU03-THR-01
48539,1,MU03-SCEN-06
48538,1,MU03-SCEN-05
48537,1,MU03-SCEN-05
48536,1,MU03-SCEN-05
48535,1,MU03-SCEN-05
48370,1,MU03-DIV-03
48369,1,MU03-DIV-03
48368,1,MU03-DIV-03
48367,1,MU03-DIV-03
48366,1,MU03-DIV-03
48365,1,MU03-THR-01
48364,1,MU03-THR-01
48363,1,MU03-DIV-03
48361,1,MU03-DIV-03
48360,1,MU03-THR-01
48359,1,MU03-WPTE-07
48358,1,MU03-WPTE-07
48357,1,MU03-WPTE-07
48356,1,MU03-WPTE-04
48355,1,MU03-WPTE-04
48354,1,MU03-WPTE-07
48353,1,MU03-WPTE-07
48351,1,MU03-WPTE-04
48350,1,MU03-WPTE-04
48345,1,MU03-EST-04
48344,1,MU03-EST-04
48343,1,MU03-EST-04
48342,1,MU03-EST-04
48341,1,MU03-EST-04
48340,1,MU03-EST-04
48339,1,MU03-EST-04
48338,1,MU03-WPTE-07
48337,1,MU03-EST-04
48336,1,MU03-WPTE-07
48335,1,MU03-WPTE-07
48334,1,MU03-WPTE-07
48333,1,MU03-WPTE-07
48331,1,MU03-WPTE-07
48330,1,MU03-WPTE-07
48328,1,MU03-WPTE-07
48327,1,MU03-WPTE-07
48326,1,MU03-DIV-02
48325,1,MU03-WPTE-04
48324,1,MU03-WPTE-07
48323,1,MU03-WPTE-04
48322,1,MU03-WPTE-04
48321,1,MU03-WPTE-04
48316,1,MU03-WPTE-08
48313,1,MU03-WPTE-08
48312,1,MU03-EST-02
48309,1,MU03-EST-02
48307,1,MU03-SOL-01
48306,1,MU03-SOL-01
48305,1,MU03-APP-08
48304,1,MU03-APP-08
48303,1,MU03-APP-08
48302,1,MU03-APP-08
48300,1,MU03-APP-03
48299,1,MU03-APP-03
48298,1,MU03-APP-03
48297,1,MU03-APP-08
48296,1,MU03-APP-03
48295,1,MU03-APP-03
48293,1,MU03-WPTE-08
48292,1,MU03-WPTE-08
48291,1,MU03-WPTE-08
48288,1,MU03-WPTE-09
48287,1,MU03-WPTE-09
48286,1,MU03-WPTE-09
48285,1,MU03-WPTE-09
48284,1,MU03-WPTE-09
48281,1,MU03-SCEN-04
48280,1,MU03-SCEN-04
48279,1,MU03-SCEN-04
48278,1,MU03-APP-08
48277,1,MU03-APP-08
48276,1,MU03-WPTE-09
48275,1,MU03-WPTE-09
48274,1,MU03-WPTE-09
48273,1,MU03-WPTE-09
48272,1,MU03-APP-08
48271,1,MU03-APP-08
48270,1,MU03-WPTE-09
48269,1,MU03-WPTE-09
48268,1,MU03-WPTE-09
48267,1,MU03-WPTE-09
48260,1,MU03-WPTE-08
48259,1,MU03-WPTE-08
48253,1,MU03-SOL-01
48251,1,MU03-APP-08
48240,1,MU03-CTRL-01
48234,1,MU03-CTRL-01
48233,1,MU03-THR-01
48232,1,MU03-CTRL-01
48226,1,MU03-THR-01
48223,1,MU03-APP-08
48221,1,MU03-APP-08
48219,1,MU03-APP-08
48217,1,MU03-APP-08
48216,1,MU03-APP-09
48215,1,MU03-APP-09
48214,1,MU03-APP-09
48213,1,MU03-APP-09
48212,1,MU03-APP-09
48210,1,MU03-APP-09
48209,1,MU03-APP-09
48208,1,MU03-APP-09
48207,1,MU03-APP-09
48206,1,MU03-APP-09
48205,1,MU03-APP-09
48204,1,MU03-APP-09
48197,1,MU03-SCEN-01
48196,1,MU03-SCEN-01
48194,1,MU03-SCEN-01
48193,1,MU03-SCEN-01
48192,1,MU03-WPTE-04
48190,1,MU03-WPTE-04
48189,1,MU03-WPTE-05
48188,1,MU03-WPTE-05
48187,1,MU03-WPTE-05
48186,1,MU03-WPTE-05
48182,1,MU03-THR-02
48181,1,MU03-THR-02
48180,1,MU03-THR-02
48179,1,MU03-THR-02
48178,1,MU03-THR-02
48176,1,MU03-EST-01
48175,1,MU03-EST-01
48174,1,MU03-EST-01
48172,1,MU03-EST-01
48168,1,MU03-SCEN-04
48166,1,MU03-SCEN-04
48164,1,MU03-SCEN-04
48160,1,MU03-THR-01
48159,1,MU03-THR-01
48158,1,MU03-THR-01
48157,1,MU03-THR-01
48156,1,MU03-WPTE-04
48155,1,MU03-WPTE-04
48154,1,MU03-WPTE-04
48153,1,MU03-WPTE-04
48151,1,MU03-WPTE-04
48149,1,MU03-WPTE-04
48148,1,MU03-WPTE-04
48146,1,MU03-DIV-01
48145,1,MU03-DIV-01
48144,1,MU03-DIV-03
48143,1,MU03-DIV-01
48138,1,MU03-CT-02
48137,1,MU03-DIV-01
48135,1,MU03-THR-01
48134,1,MU03-THR-01
48133,1,MU03-THR-01
48132,1,MU03-THR-01
48131,1,MU03-THR-01
48130,1,MU03-THR-01
48129,1,MU03-THR-01
48116,1,MU03-CT-02
48115,1,MU03-CT-02
48114,1,MU03-SCEN-06
48113,1,MU03-SCEN-06
48112,1,MU03-SCEN-06
48111,1,MU03-SCEN-03
48110,1,MU03-SCEN-03
48109,1,MU03-SCEN-03
48108,1,MU03-SCEN-03
48107,1,MU03-SCEN-03
48104,1,MU03-WPTE-04
48103,1,MU03-WPTE-04
48102,1,MU03-WPTE-04
48100,1,MU03-WPTE-04
48099,1,MU03-WPTE-04
48098,1,MU03-WPTE-04
